,location,total_sqft,bath,price,bhk
4863,Malleshwaram,2610.0,3.0,399.0,3.0
4864,Malleshwaram,2475.0,4.0,320.0,3.0
4865,Malleshwaram,900.0,2.0,95.0,2.0
4866,Malleshwaram,1420.0,2.0,158.0,2.0
4867,Malleshwaram,2000.0,3.0,250.0,3.0
4868,Malleshwaram,2215.0,3.0,275.0,3.0
4869,Malleshwaram,1600.0,3.0,160.0,3.0
4870,Malleshwaram,2475.0,4.0,300.0,3.0
4871,Malleshwaram,2600.0,3.0,237.0,3.0
4872,Malleshwaram,2215.0,4.0,310.0,3.0
4873,Malleshwaram,480.0,1.0,60.0,1.0
4874,Malleshwaram,1290.0,2.0,120.0,2.0
4875,Malleshwaram,2475.0,4.0,326.0,3.0
4876,Malleshwaram,2476.0,3.0,337.0,3.0
4877,Malleshwaram,900.0,2.0,90.0,2.0
4878,Malleshwaram,2250.0,3.0,200.0,3.0
4879,Malleshwaram,2050.0,4.0,270.0,3.0
4880,Malleshwaram,900.0,2.0,72.0,2.0
4881,Malleshwaram,620.0,1.0,86.8,1.0
4882,Malleshwaram,600.0,1.0,68.0,2.0
4883,Malleshwaram,2475.0,4.0,337.0,3.0
4884,Malleshwaram,2215.0,3.0,275.0,3.0
4885,Malleshwaram,2215.0,3.0,330.0,3.0
4886,Malleshwaram,2800.0,4.0,252.0,4.0
4887,Malleshwaram,1020.0,2.0,80.0,2.0
4888,Malleshwaram,600.0,1.0,90.0,2.0
4889,Malleshwaram,2200.0,3.0,275.0,3.0
4890,Malleshwaram,2475.0,4.0,326.0,3.0
4891,Malleshwaram,1500.0,2.0,140.0,2.0
4892,Malleshwaram,2475.0,4.0,340.0,3.0
4893,Malleshwaram,1400.0,2.0,190.0,2.0
4894,Malleshwaram,2475.0,4.0,300.0,3.0
4895,Malleshwaram,2400.0,3.0,380.0,3.0
4896,Malleshwaram,580.0,1.0,45.0,1.0
4897,Malleshwaram,1410.0,2.0,125.0,2.0
4898,Malleshwaram,2610.0,4.0,306.0,4.0
4899,Marathahalli,1310.0,3.0,63.25,3.0
4900,Marathahalli,1220.0,2.0,57.0,2.0
4901,Marathahalli,1200.0,2.0,52.0,2.0
4902,Marathahalli,1200.0,2.0,60.0,2.0
4903,Marathahalli,1933.0,3.0,140.0,3.0
4904,Marathahalli,950.0,2.0,46.96,2.0
4905,Marathahalli,1230.0,2.0,80.0,2.0
4906,Marathahalli,3800.0,4.0,250.0,4.0
4907,Marathahalli,1019.0,2.0,49.85,2.0
4908,Marathahalli,1215.0,2.0,67.0,2.0
4909,Marathahalli,2181.0,3.0,152.0,4.0
4910,Marathahalli,1170.0,2.0,53.0,2.0
4911,Marathahalli,1019.0,2.0,49.86,2.0
4912,Marathahalli,1325.0,2.0,71.55,2.0
4913,Marathahalli,1220.0,2.0,56.5,2.0
4914,Marathahalli,1575.0,3.0,78.0,3.0
4915,Marathahalli,1152.0,2.0,56.0,2.0
4916,Marathahalli,1610.0,3.0,90.0,3.0
4917,Marathahalli,1146.0,2.0,70.0,2.0
4918,Marathahalli,4000.0,5.0,212.0,4.0
4919,Marathahalli,1469.0,3.0,89.0,3.0
4920,Marathahalli,1530.0,3.0,74.5,3.0
4921,Marathahalli,1840.0,3.0,98.0,3.0
4922,Marathahalli,3951.0,4.0,220.0,4.0
4923,Marathahalli,1350.0,2.0,62.0,3.0
4924,Marathahalli,2519.0,5.0,185.0,4.0
4925,Marathahalli,1385.0,2.0,66.65,3.0
4926,Marathahalli,957.0,2.0,46.9,2.0
4927,Marathahalli,1583.0,3.0,105.0,3.0
4928,Marathahalli,2524.0,5.0,190.0,4.0
4929,Marathahalli,1350.0,3.0,72.0,3.0
4930,Marathahalli,4000.0,5.0,212.0,4.0
4931,Marathahalli,1535.0,3.0,72.5,3.0
4932,Marathahalli,1071.0,2.0,52.25,2.0
4933,Marathahalli,1215.0,2.0,58.86,2.0
4934,Marathahalli,1102.0,2.0,53.67,2.0
4935,Marathahalli,1900.0,3.0,123.0,3.0
4936,Marathahalli,1045.0,2.0,60.0,2.0
4937,Marathahalli,1305.0,2.0,69.0,3.0
4938,Marathahalli,1215.0,2.0,58.86,2.0
4939,Marathahalli,1365.0,2.0,73.0,2.0
4940,Marathahalli,3800.0,4.0,205.0,4.0
4941,Marathahalli,3895.0,4.0,220.0,4.0
4942,Marathahalli,1785.0,3.0,94.0,3.0
4943,Marathahalli,4000.0,4.0,220.0,4.0
4944,Marathahalli,1208.0,2.0,70.0,2.0
4945,Marathahalli,1325.0,1.0,92.0,2.0
4946,Marathahalli,1525.0,3.0,90.0,3.0
4947,Marathahalli,1937.0,3.0,140.0,3.0
4948,Marathahalli,1550.0,3.0,83.0,3.0
4949,Marathahalli,1350.0,2.0,86.0,2.0
4950,Marathahalli,957.0,2.0,47.0,2.0
4951,Marathahalli,4000.0,4.0,220.0,4.0
4952,Marathahalli,1230.0,2.0,57.0,2.0
4953,Marathahalli,1200.0,2.0,58.0,2.0
4954,Marathahalli,1650.0,3.0,86.45,3.0
4955,Marathahalli,607.0,1.0,35.0,1.0
4956,Marathahalli,1583.0,3.0,109.0,3.0
4957,Marathahalli,1075.0,2.0,52.43,2.0
4958,Marathahalli,1360.0,2.0,103.0,2.0
4959,Marathahalli,1220.0,2.0,58.5,2.0
4960,Marathahalli,950.0,2.0,45.68,2.0
4961,Marathahalli,615.0,1.0,44.0,1.0
4962,Marathahalli,1595.0,3.0,90.0,3.0
4963,Marathahalli,1350.0,2.0,89.0,2.0
4964,Marathahalli,1020.0,2.0,57.0,2.0
4965,Marathahalli,1600.0,3.0,88.0,2.0
4966,Marathahalli,780.0,1.0,55.0,1.0
4967,Marathahalli,1710.0,3.0,100.0,3.0
4968,Marathahalli,1530.0,3.0,73.5,3.0
4969,Marathahalli,1358.0,2.0,81.0,2.0
4970,Marathahalli,1205.0,2.0,75.0,2.0
4971,Marathahalli,1730.0,3.0,110.0,3.0
4972,Marathahalli,1583.0,3.0,115.0,3.0
4973,Marathahalli,1200.0,2.0,67.0,2.0
4974,Marathahalli,1095.0,2.0,60.0,2.0
4975,Marathahalli,1060.0,2.0,48.0,2.0
4976,Marathahalli,1050.0,2.0,65.0,2.0
4977,Marathahalli,1102.0,2.0,53.67,2.0
4978,Marathahalli,1026.0,2.0,49.95,2.0
4979,Marathahalli,3940.0,4.0,220.0,4.0
4980,Marathahalli,1435.0,3.0,73.0,3.0
4981,Marathahalli,1220.0,2.0,59.0,2.0
4982,Marathahalli,881.0,2.0,48.06,2.0
4983,Marathahalli,1130.0,2.0,58.0,3.0
4984,Marathahalli,1710.0,3.0,100.0,3.0
4985,Marathahalli,1680.0,3.0,105.0,3.0
4986,Marathahalli,1910.0,3.0,119.0,3.0
4987,Marathahalli,1602.0,2.0,104.0,2.0
4988,Marathahalli,700.0,1.0,38.0,1.0
4989,Marathahalli,1469.0,3.0,89.0,3.0
4990,Marathahalli,1385.0,2.0,68.5,3.0
4991,Marathahalli,1690.0,3.0,116.0,3.0
4992,Marathahalli,1065.0,2.0,55.0,2.0
4993,Marathahalli,1693.0,3.0,125.0,3.0
4994,Marathahalli,1693.0,3.0,125.0,3.0
4995,Marathahalli,1196.0,2.0,57.9,2.0
4996,Marathahalli,1595.0,3.0,88.0,3.0
4997,Marathahalli,2122.0,3.0,125.0,3.0
4998,Marathahalli,1730.0,3.0,115.0,3.0
4999,Marathahalli,4000.0,4.0,200.0,4.0
5000,Marathahalli,1200.0,2.0,58.17,3.0
5001,Marathahalli,1125.0,2.0,55.0,2.0
5002,Marathahalli,1950.0,3.0,115.0,3.0
5003,Marathahalli,1250.0,2.0,68.0,2.0
5004,Marathahalli,1125.0,2.0,56.8,2.0
5005,Marathahalli,1350.0,2.0,90.0,2.0
5006,Marathahalli,1200.0,2.0,53.0,2.0
5007,Marathahalli,2500.0,5.0,175.0,4.0
5008,Marathahalli,957.0,2.0,47.0,2.0
5009,Marathahalli,3855.0,4.0,220.0,4.0
5010,Marathahalli,1605.0,3.0,76.0,3.0
5011,Marathahalli,1350.0,2.0,60.0,2.0
5012,Marathahalli,3400.0,4.0,235.0,4.0
5013,Marathahalli,1350.0,2.0,99.0,2.0
5014,Marathahalli,1310.0,3.0,63.22,3.0
5015,Marathahalli,1285.0,2.0,55.0,2.0
5016,Marathahalli,2500.0,5.0,181.0,4.0
5017,Marathahalli,3800.0,4.0,235.0,4.0
5018,Marathahalli,3951.0,4.0,230.0,4.0
5019,Marathahalli,1125.0,2.0,54.8,2.0
5020,Marathahalli,1700.0,3.0,126.0,3.0
5021,Marathahalli,1315.0,2.0,60.0,3.0
5022,Marathahalli,1270.0,2.0,73.0,2.0
5023,Marathahalli,1530.0,3.0,71.0,3.0
5024,Marathahalli,950.0,2.0,46.7,2.0
5025,Marathahalli,1550.0,3.0,85.0,3.0
5026,Marathahalli,1019.0,2.0,49.86,2.0
5027,Marathahalli,1144.0,2.0,65.0,2.0
5028,Marathahalli,1240.0,2.0,55.0,2.0
5029,Marathahalli,1100.0,2.0,75.0,1.0
5030,Marathahalli,1156.0,2.0,52.0,2.0
5031,Marathahalli,2524.0,5.0,180.0,4.0
5032,Marathahalli,1135.0,2.0,60.0,2.0
5033,Marathahalli,1839.0,3.0,130.0,3.0
5034,Marathahalli,1170.0,2.0,85.0,2.0
5035,Marathahalli,1102.0,2.0,53.67,2.0
5036,Marathahalli,1108.0,2.0,60.0,3.0
5037,Marathahalli,1449.0,3.0,110.0,3.0
5038,Marathahalli,1360.0,2.0,101.0,2.0
5039,Marathahalli,1026.0,2.0,50.18,2.0
5040,Marathahalli,1800.0,3.0,95.0,3.0
5041,Marathahalli,1650.0,3.0,85.0,3.0
5042,Marathahalli,1270.0,2.0,80.0,2.0
5043,Marathahalli,1100.0,2.0,50.0,2.0
5044,Marathahalli,1196.0,2.0,57.95,2.0
5045,Marathahalli,1310.0,3.0,63.25,3.0
5046,Marathahalli,1485.0,2.0,90.0,3.0
5047,Marathahalli,1146.0,2.0,69.0,2.0
5048,Margondanahalli,1090.0,2.0,58.0,2.0
5049,Margondanahalli,1200.0,2.0,58.5,2.0
5050,Margondanahalli,1200.0,2.0,67.0,2.0
5051,Margondanahalli,1200.0,2.0,65.0,3.0
5052,Margondanahalli,1000.0,2.0,57.0,2.0
5053,Margondanahalli,1625.0,3.0,80.0,3.0
5054,Margondanahalli,600.0,2.0,35.0,2.0
5055,Margondanahalli,1200.0,2.0,69.0,2.0
5056,Margondanahalli,900.0,2.0,49.0,2.0
5057,Margondanahalli,1140.0,2.0,60.0,2.0
5058,Margondanahalli,1100.0,2.0,55.0,2.0
5059,Margondanahalli,1152.0,1.0,66.0,2.0
5060,Margondanahalli,1448.0,3.0,70.0,3.0
5061,Margondanahalli,1200.0,2.0,65.0,2.0
5062,Margondanahalli,1050.0,2.0,58.0,2.0
5063,Margondanahalli,1160.0,2.0,65.0,2.0
5064,Margondanahalli,1334.0,2.0,67.76,2.0
5065,Marsur,1800.0,4.0,145.0,4.0
5066,Marsur,1200.0,3.0,90.0,3.0
5067,Marsur,1200.0,3.0,120.0,3.0
5068,Mico Layout,5000.0,9.0,210.0,9.0
5069,Mico Layout,1550.0,2.0,65.0,3.0
5070,Mico Layout,1125.0,2.0,40.0,2.0
5071,Mico Layout,1190.0,2.0,39.25,2.0
5072,Mico Layout,800.0,1.0,29.5,1.0
5073,Mico Layout,1250.0,2.0,44.0,3.0
5074,Mico Layout,1171.0,2.0,39.0,2.0
5075,Mico Layout,1200.0,2.0,53.5,2.0
5076,Mico Layout,1670.0,3.0,59.0,3.0
5077,Mico Layout,1140.0,2.0,43.0,2.0
5078,Munnekollal,1170.0,2.0,52.0,2.0
5079,Munnekollal,1102.0,2.0,53.67,2.0
5080,Munnekollal,1390.0,3.0,68.0,3.0
5081,Munnekollal,1200.0,2.0,49.5,2.0
5082,Munnekollal,950.0,2.0,46.5,2.0
5083,Munnekollal,1560.0,3.0,75.0,3.0
5084,Munnekollal,1750.0,3.0,86.5,3.0
5085,Munnekollal,1385.0,2.0,66.5,3.0
5086,Munnekollal,1080.0,2.0,45.0,2.0
5087,Munnekollal,1170.0,2.0,59.0,2.0
5088,Munnekollal,1540.0,2.0,70.0,3.0
5089,Munnekollal,1200.0,2.0,57.9,3.0
5090,Munnekollal,1030.0,2.0,50.36,2.0
5091,Murugeshpalya,1296.0,2.0,81.0,2.0
5092,Murugeshpalya,1550.0,3.0,74.0,3.0
5093,Murugeshpalya,1845.0,3.0,91.0,3.0
5094,Murugeshpalya,1185.0,2.0,85.0,2.0
5095,Murugeshpalya,1225.0,2.0,48.0,2.0
5096,Murugeshpalya,1930.0,3.0,75.0,3.0
5097,Murugeshpalya,1600.0,2.0,65.0,3.0
5098,Murugeshpalya,1344.0,2.0,56.0,3.0
5099,Murugeshpalya,1500.0,2.0,70.0,3.0
5100,Murugeshpalya,1855.0,3.0,96.0,3.0
5101,Murugeshpalya,1175.0,2.0,75.0,2.0
5102,Mysore Road,1175.0,2.0,73.5,2.0
5103,Mysore Road,1710.0,4.0,91.31,3.0
5104,Mysore Road,1020.0,2.0,48.95,2.0
5105,Mysore Road,1175.0,2.0,73.5,2.0
5106,Mysore Road,1070.0,2.0,45.0,2.0
5107,Mysore Road,1239.0,2.0,53.0,2.0
5108,Mysore Road,1060.0,2.0,62.0,2.0
5109,Mysore Road,980.0,2.0,45.47,2.0
5110,Mysore Road,883.0,2.0,40.0,2.0
5111,Mysore Road,1525.0,3.0,96.0,3.0
5112,Mysore Road,1200.0,2.0,65.0,2.0
5113,Mysore Road,1340.0,2.0,64.31,3.0
5114,Mysore Road,1082.0,3.0,50.5,3.0
5115,Mysore Road,1340.0,2.0,64.31,3.0
5116,Mysore Road,883.0,2.0,40.95,2.0
5117,Mysore Road,1070.0,2.0,49.65,2.0
5118,Mysore Road,1082.0,3.0,50.0,3.0
5119,Mysore Road,883.0,2.0,50.0,2.0
5120,Mysore Road,1155.0,2.0,51.0,2.0
5121,Mysore Road,1003.0,2.0,43.0,2.0
5122,Mysore Road,1237.0,2.0,73.0,2.0
5123,Mysore Road,883.0,2.0,45.0,2.0
5124,Mysore Road,1170.0,2.0,65.0,2.0
5125,Mysore Road,940.0,2.0,43.61,2.0
5126,Mysore Road,1500.0,3.0,74.0,3.0
5127,Mysore Road,1020.0,2.0,48.95,2.0
5128,Mysore Road,1568.0,2.0,100.0,3.0
5129,Mysore Road,1410.0,2.0,64.0,3.0
5130,Mysore Road,1175.0,2.0,70.5,2.0
5131,Mysore Road,1080.0,2.0,60.0,3.0
5132,Mysore Road,1500.0,3.0,70.0,3.0
5133,Mysore Road,883.0,2.0,37.0,2.0
5134,NGR Layout,1020.0,2.0,45.9,2.0
5135,NGR Layout,1105.0,2.0,49.73,2.0
5136,NGR Layout,1022.0,2.0,45.9,2.0
5137,NGR Layout,1020.0,2.0,45.0,2.0
5138,NGR Layout,1019.0,2.0,45.9,2.0
5139,NGR Layout,1020.0,2.0,46.0,2.0
5140,NGR Layout,1021.0,2.0,46.0,2.0
5141,NGR Layout,1021.0,2.0,45.9,2.0
5142,NRI Layout,1565.0,2.0,75.0,3.0
5143,NRI Layout,2500.0,5.0,130.0,5.0
5144,NRI Layout,1125.0,2.0,45.56,2.0
5145,NRI Layout,2150.0,4.0,115.0,4.0
5146,NRI Layout,1250.0,2.0,75.0,2.0
5147,NRI Layout,1789.0,3.0,75.0,3.0
5148,NRI Layout,1731.0,3.0,64.11,3.0
5149,NRI Layout,2400.0,2.0,125.0,2.0
5150,Nagarbhavi,1630.0,2.0,98.0,3.0
5151,Nagarbhavi,1350.0,3.0,150.0,3.0
5152,Nagarbhavi,1200.0,2.0,150.0,2.0
5153,Nagarbhavi,1523.0,2.0,53.4,3.0
5154,Nagarbhavi,2400.0,3.0,160.0,3.0
5155,Nagarbhavi,884.0,2.0,36.0,1.0
5156,Nagarbhavi,1055.0,2.0,55.0,2.0
5157,Nagarbhavi,1350.0,2.0,54.6,3.0
5158,Nagarbhavi,1223.0,2.0,60.0,2.0
5159,Nagarbhavi,956.0,2.0,49.0,2.0
5160,Nagarbhavi,1560.0,3.0,66.0,3.0
5161,Nagarbhavi,1200.0,2.0,150.0,2.0
5162,Nagarbhavi,1400.0,2.0,85.0,3.0
5163,Nagarbhavi,1515.0,2.0,79.0,3.0
5164,Nagarbhavi,1145.0,2.0,40.0,2.0
5165,Nagarbhavi,300.0,1.0,20.0,1.0
5166,Nagarbhavi,1250.0,3.0,175.0,4.0
5167,Nagarbhavi,710.0,2.0,40.0,1.0
5168,Nagarbhavi,1850.0,3.0,88.0,3.0
5169,Nagarbhavi,1212.0,2.0,50.0,2.0
5170,Nagarbhavi,1020.0,2.0,55.0,2.0
5171,Nagarbhavi,1850.0,3.0,90.0,3.0
5172,Nagarbhavi,1120.0,2.0,53.0,2.0
5173,Nagarbhavi,1850.0,2.0,88.0,3.0
5174,Nagarbhavi,1146.0,2.0,50.0,2.0
5175,Nagarbhavi,1850.0,2.0,89.0,3.0
5176,Nagarbhavi,1190.0,2.0,63.0,2.0
5177,Nagarbhavi,1523.0,2.0,56.0,3.0
5178,Nagarbhavi,1050.0,2.0,80.0,2.0
5179,Nagarbhavi,2500.0,3.0,180.0,5.0
5180,Nagarbhavi,1350.0,3.0,60.0,3.0
5181,Nagarbhavi,1250.0,3.0,170.0,2.0
5182,Nagarbhavi,1635.0,3.0,85.0,3.0
5183,Nagarbhavi,1400.0,2.0,135.0,3.0
5184,Nagarbhavi,2200.0,2.0,99.0,3.0
5185,Nagarbhavi,1100.0,2.0,46.2,2.0
5186,Nagarbhavi,1080.0,2.0,49.0,2.0
5187,Nagarbhavi,1800.0,3.0,180.0,4.0
5188,Nagarbhavi,1225.0,2.0,58.0,2.0
5189,Nagasandra,980.0,2.0,48.0,2.0
5190,Nagasandra,2400.0,4.0,145.0,4.0
5191,Nagasandra,7000.0,8.0,450.0,4.0
5192,Nagasandra,1650.0,3.0,95.0,3.0
5193,Nagasandra,1500.0,2.0,91.0,2.0
5194,Nagavara,400.0,1.0,14.0,1.0
5195,Nagavara,2172.65,3.0,120.0,4.0
5196,Nagavara,1545.0,2.0,58.0,3.0
5197,Nagavara,2319.0,3.0,180.0,3.0
5198,Nagavara,2430.0,4.0,180.0,3.0
5199,Nagavara,936.0,2.0,40.2,2.0
5200,Nagavara,1125.0,2.0,44.5,2.0
5201,Nagavara,1315.0,2.0,70.0,2.0
5202,Nagavara,1077.0,2.0,50.0,2.0
5203,Nagavara,2496.0,4.0,125.0,4.0
5204,Nagavara,1110.0,2.0,44.95,2.0
5205,Nagavara,1247.0,2.0,58.56,2.0
5206,Nagavarapalya,1392.0,2.0,99.0,2.0
5207,Nagavarapalya,705.0,1.0,52.5,1.0
5208,Nagavarapalya,1300.0,3.0,80.0,3.0
5209,Nagavarapalya,705.0,1.0,57.0,1.0
5210,Nagavarapalya,705.0,1.0,55.0,1.0
5211,Nagavarapalya,705.0,1.0,57.0,1.0
5212,Nagavarapalya,1335.0,2.0,110.0,2.0
5213,Nagavarapalya,1260.0,2.0,85.5,2.0
5214,Narayanapura,1308.0,2.0,89.04,2.0
5215,Narayanapura,1566.0,3.0,83.3,3.0
5216,Narayanapura,1485.0,3.0,85.0,3.0
5217,Narayanapura,1302.0,2.0,69.1,2.0
5218,Narayanapura,1308.0,2.0,89.04,2.0
5219,Narayanapura,2357.0,3.0,135.0,3.0
5220,Narayanapura,2357.0,3.0,135.0,3.0
5221,Narayanapura,1469.0,2.0,99.14,2.0
5222,Neeladri Nagar,1053.0,2.0,45.0,2.0
5223,Neeladri Nagar,1363.0,2.0,68.0,2.0
5224,Neeladri Nagar,2556.0,3.0,133.0,3.0
5225,Neeladri Nagar,674.0,1.0,21.0,1.0
5226,Neeladri Nagar,527.0,1.0,26.0,1.0
5227,Neeladri Nagar,1167.0,2.0,38.0,3.0
5228,Neeladri Nagar,1060.0,2.0,35.0,2.0
5229,Neeladri Nagar,640.0,1.0,20.5,1.0
5231,Neeladri Nagar,1105.0,2.0,30.0,2.0
5232,Neeladri Nagar,1100.0,2.0,30.0,2.0
5233,Neeladri Nagar,2111.0,3.0,103.0,3.0
5234,Nehru Nagar,1775.0,3.0,110.0,3.0
5235,Nehru Nagar,2363.0,5.0,120.0,4.0
5236,Nehru Nagar,2342.0,3.0,115.0,4.0
5237,Nehru Nagar,967.0,2.0,41.1,2.0
5238,Nehru Nagar,1374.0,3.0,72.0,3.0
5239,Nehru Nagar,1674.0,3.0,90.0,3.0
5240,Nehru Nagar,1269.0,2.0,63.0,3.0
5241,Nehru Nagar,1100.0,2.0,50.0,2.0
5242,Nehru Nagar,1674.0,3.0,81.0,3.0
5243,OMBR Layout,2420.0,3.0,185.0,3.0
5244,OMBR Layout,1078.0,2.0,65.0,2.0
5245,OMBR Layout,1101.0,2.0,65.5,2.0
5246,OMBR Layout,1041.0,2.0,65.5,2.0
5247,OMBR Layout,1300.0,2.0,80.0,2.0
5248,OMBR Layout,1085.0,2.0,64.0,2.0
5249,OMBR Layout,1855.0,3.0,145.0,3.0
5250,OMBR Layout,1050.0,2.0,48.0,2.0
5251,OMBR Layout,1730.0,3.0,93.0,3.0
5252,OMBR Layout,1165.0,2.0,88.5,2.0
5253,OMBR Layout,1101.0,2.0,66.0,2.0
5254,OMBR Layout,3400.0,4.0,275.0,4.0
5255,OMBR Layout,1580.0,3.0,75.0,3.0
5256,Old Airport Road,2732.0,4.0,204.0,4.0
5257,Old Airport Road,1875.0,2.0,110.0,3.0
5258,Old Airport Road,3356.0,4.0,251.0,4.0
5259,Old Airport Road,1206.0,2.0,75.0,2.0
5260,Old Airport Road,2774.0,4.0,207.0,4.0
5261,Old Airport Road,2690.0,4.0,191.0,4.0
5262,Old Airport Road,2690.0,4.0,199.0,4.0
5263,Old Airport Road,1655.0,2.0,97.65,2.0
5264,Old Airport Road,1075.0,2.0,60.0,2.0
5265,Old Airport Road,1858.0,2.0,167.0,3.0
5266,Old Airport Road,1150.0,2.0,90.0,2.0
5267,Old Airport Road,2690.0,4.0,191.0,4.0
5268,Old Airport Road,2658.0,5.0,187.0,4.0
5269,Old Airport Road,946.0,2.0,58.0,2.0
5270,Old Airport Road,2774.0,4.0,208.0,4.0
5271,Old Airport Road,2774.0,4.0,208.0,4.0
5272,Old Airport Road,3200.0,4.0,280.0,4.0
5273,Old Airport Road,2690.0,4.0,201.0,4.0
5274,Old Airport Road,1145.0,2.0,75.0,2.0
5275,Old Airport Road,2732.0,4.0,194.0,4.0
5276,Old Airport Road,2658.0,5.0,189.0,4.0
5277,Old Airport Road,2774.0,4.0,197.0,4.0
5278,Old Airport Road,3496.0,4.0,262.0,4.0
5279,Old Airport Road,2774.0,4.0,197.0,4.0
5280,Old Airport Road,2732.0,4.0,204.0,4.0
5281,Old Airport Road,1798.0,3.0,150.0,3.0
5282,Old Airport Road,2774.0,4.0,208.0,4.0
5283,Old Airport Road,1184.0,2.0,78.0,2.0
5284,Old Airport Road,3504.0,4.0,262.0,4.0
5285,Old Airport Road,1055.0,2.0,75.0,2.0
5286,Old Madras Road,1425.0,2.0,94.0,3.0
5287,Old Madras Road,3630.0,6.0,195.0,4.0
5288,Old Madras Road,1350.0,3.0,58.99,3.0
5289,Old Madras Road,935.0,2.0,45.0,2.0
5290,Old Madras Road,1720.0,3.0,100.0,3.0
5291,Old Madras Road,1200.0,2.0,72.0,2.0
5292,Old Madras Road,1225.0,2.0,53.55,2.0
5293,Old Madras Road,1100.0,2.0,70.0,2.0
5294,Old Madras Road,2760.0,5.0,157.0,3.0
5295,Old Madras Road,1171.0,2.0,75.0,2.0
5296,Old Madras Road,935.0,2.0,45.0,2.0
5297,Old Madras Road,4500.0,7.0,294.0,5.0
5298,Old Madras Road,2640.0,5.0,142.0,3.0
5299,Old Madras Road,1065.0,2.0,47.86,2.0
5300,Old Madras Road,2010.0,3.0,125.0,4.0
5301,Old Madras Road,2010.0,3.0,115.0,4.0
5302,Old Madras Road,1480.0,2.0,84.0,3.0
5303,Old Madras Road,2990.0,5.0,210.0,3.0
5304,Old Madras Road,1210.0,2.0,74.0,2.0
5305,Old Madras Road,1171.0,2.0,72.0,2.0
5306,Old Madras Road,3630.0,6.0,196.0,4.0
5307,Old Madras Road,1480.0,3.0,95.0,3.0
5308,Old Madras Road,1425.0,2.0,74.31,3.0
5309,Old Madras Road,1210.0,2.0,80.0,2.0
5310,Old Madras Road,1859.0,3.0,121.0,3.0
5311,Old Madras Road,2990.0,5.0,173.0,3.0
5312,Old Madras Road,4000.0,4.0,225.0,4.0
5313,Old Madras Road,3900.0,4.0,175.0,4.0
5314,Old Madras Road,2300.0,3.0,142.0,3.0
5315,Old Madras Road,3630.0,6.0,207.0,4.0
5316,Old Madras Road,1210.0,2.0,80.0,2.0
5317,Old Madras Road,1210.0,2.0,77.0,2.0
5318,Old Madras Road,1330.0,2.0,74.0,2.0
5319,Old Madras Road,1720.0,3.0,106.0,3.0
5320,Old Madras Road,2640.0,5.0,150.0,3.0
5321,Old Madras Road,2990.0,3.0,170.0,3.0
5322,Old Madras Road,1530.0,3.0,76.34,3.0
5323,Old Madras Road,1171.0,2.0,73.0,2.0
5324,Old Madras Road,1630.0,3.0,110.0,3.0
5325,Old Madras Road,1165.0,2.0,52.0,2.0
5326,Old Madras Road,2640.0,2.0,170.0,2.0
5327,Old Madras Road,1165.0,2.0,51.42,2.0
5328,Others,2770.0,4.0,290.0,3.0
5329,Others,1100.0,2.0,48.0,2.0
5330,Others,1250.0,3.0,56.0,3.0
5331,Others,600.0,1.0,38.0,1.0
5332,Others,869.0,2.0,36.0,2.0
5333,Others,1270.0,2.0,50.0,2.0
5334,Others,1500.0,2.0,185.0,2.0
5335,Others,840.0,2.0,45.0,2.0
5336,Others,4395.0,3.0,240.0,3.0
5337,Others,845.0,2.0,55.0,2.0
5338,Others,2511.0,3.0,205.0,3.0
5339,Others,1660.0,2.0,105.0,3.0
5340,Others,1450.0,2.0,70.0,3.0
5341,Others,1200.0,2.0,65.0,2.0
5342,Others,1200.0,3.0,90.0,3.0
5343,Others,1007.0,2.0,43.0,2.0
5344,Others,1200.0,2.0,50.0,2.0
5345,Others,966.0,2.0,49.9,2.0
5346,Others,782.0,2.0,55.68,2.0
5347,Others,1800.0,3.0,120.0,3.0
5348,Others,1413.0,2.0,75.0,3.0
5349,Others,945.0,2.0,54.0,2.0
5350,Others,1870.0,3.0,110.0,3.0
5351,Others,1260.0,2.0,85.05,3.0
5352,Others,1612.0,3.0,46.74,3.0
5353,Others,2795.0,4.0,235.0,3.0
5354,Others,1350.0,2.0,48.0,3.0
5355,Others,1904.0,3.0,150.0,3.0
5356,Others,2000.0,3.0,175.0,3.0
5357,Others,1425.0,2.0,75.0,3.0
5358,Others,1470.0,2.0,70.0,3.0
5359,Others,1500.0,3.0,100.0,3.0
5360,Others,1340.0,2.0,55.7,2.0
5361,Others,1783.0,3.0,115.0,3.0
5362,Others,912.0,2.0,70.0,3.0
5363,Others,1207.0,2.0,43.5,2.0
5364,Others,1798.0,3.0,89.0,3.0
5365,Others,1580.0,3.0,100.0,3.0
5366,Others,1415.0,3.0,78.0,3.0
5367,Others,2000.0,4.0,75.5,4.0
5368,Others,2405.0,4.0,260.0,3.0
5369,Others,1500.0,2.0,115.0,2.0
5370,Others,1148.0,2.0,60.0,2.0
5371,Others,1110.0,2.0,55.0,2.0
5372,Others,1500.0,2.0,65.0,3.0
5373,Others,1080.0,2.0,39.0,2.0
5374,Others,1060.0,2.0,60.0,2.0
5375,Others,2600.0,8.0,180.0,8.0
5376,Others,1644.0,3.0,84.0,3.0
5377,Others,1285.0,2.0,72.5,2.0
5378,Others,4050.0,3.0,280.0,3.0
5379,Others,1060.0,2.0,55.0,2.0
5380,Others,900.0,2.0,22.5,2.0
